SEQN,SDDSRVYR,RIDSTATR,RIAGENDR,RIDAGEYR,RIDAGEMN,RIDRETH1,RIDRETH3,RIDEXMON,RIDEXAGM,DMQMILIZ,DMQADFC,DMDBORN4,DMDCITZN,DMDYRSUS,DMDEDUC3,DMDEDUC2,DMDMARTL,RIDEXPRG,SIALANG,SIAPROXY,SIAINTRP,FIALANG,FIAPROXY,FIAINTRP,MIALANG,MIAPROXY,MIAINTRP,AIALANGA,DMDHHSIZ,DMDFMSIZ,DMDHHSZA,DMDHHSZB,DMDHHSZE,DMDHRGND,DMDHRAGZ,DMDHREDZ,DMDHRMAZ,DMDHSEDZ,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA,INDHHIN2,INDFMIN2,INDFMPIR,gender_f,edu_f,language_f
94845,10,2,1,0,3,2,2,2,3,.,.,1,1,.,.,.,.,.,2,1,2,2,2,2,.,.,.,.,4,4,2,0,0,1,2,3,1,3,8319.738290003737,9317.053917024616,2,147,6,6,1.2,Male,College,Spanish
94846,10,2,1,4,.,4,4,1,56,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,5,5,2,1,0,1,2,2,1,2,10539.67237490318,10798.829264989014,1,144,4,4,0.52,Male,HS,English
94847,10,2,2,80,.,4,4,1,.,2,.,1,1,.,.,3,2,.,1,2,2,1,2,2,.,.,.,.,3,3,0,1,1,2,4,2,2,.,16902.09885512733,16667.38853818682,2,148,5,5,1.17,Female,HS,English
94848,10,2,2,32,.,2,2,2,.,2,.,2,2,99,.,4,1,2,2,2,2,2,2,2,1,2,2,2,5,5,1,2,0,2,2,2,1,1,30491.864998741123,32320.73593403508,2,141,14,14,2.65,Female,HS,Spanish
94849,10,2,2,0,8,5,7,1,8,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,5,5,2,1,0,1,2,2,1,.,4913.004935531748,4827.810901886243,2,135,10,10,2.38,Female,HS,English
94850,10,2,1,46,.,3,3,2,.,1,2,1,1,.,.,3,3,.,1,2,2,1,2,2,1,2,2,1,7,7,0,3,0,2,3,2,1,.,38461.261395825546,39772.13960065667,1,143,10,10,1.75,Male,HS,English
94851,10,2,2,8,.,5,6,2,98,.,.,1,1,.,2,.,.,.,1,1,2,1,2,2,1,2,2,.,6,6,0,1,2,1,3,3,1,1,5293.64403000689,5417.908835054704,1,147,10,10,2.12,Female,College,English
94852,10,2,1,33,.,1,1,1,.,2,.,2,2,5,.,1,1,.,2,2,1,2,2,1,2,2,2,2,6,6,1,3,0,2,2,1,1,.,31495.83966911452,32631.116817989307,1,137,4,4,0.49,Male,<HS,Spanish
94853,10,2,1,2,.,2,2,2,31,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,5,5,1,2,0,1,2,1,1,2,31123.810010585472,33926.13491442183,1,138,6,6,1.15,Male,<HS,English
94854,10,2,2,52,.,3,3,1,.,2,.,1,1,.,.,4,3,.,1,2,2,.,.,.,1,2,2,1,3,1,1,0,0,1,3,2,1,.,229610.72178244486,221581.40830849833,1,136,12,.,.,Female,HS,English
94855,10,2,1,54,.,4,4,2,.,2,.,1,1,.,.,2,6,.,1,2,2,.,.,.,1,2,2,.,2,2,0,0,0,2,2,1,1,1,18150.80268171803,17770.344640434778,1,147,.,.,.,Male,<HS,English
94856,10,2,2,77,.,3,3,1,.,2,.,2,1,9,.,3,3,.,1,2,2,1,2,2,1,2,2,.,1,1,0,0,1,2,4,2,2,.,129989.66056907468,142038.87090281092,2,137,12,12,.,Female,HS,English
94857,10,2,2,35,.,2,2,1,.,2,.,1,1,.,.,4,5,2,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,2,2,2,3,.,34706.124274394584,38515.44042225811,2,135,4,4,1.57,Female,HS,English
94858,10,2,2,44,.,3,3,2,.,2,.,1,1,.,.,3,2,2,1,2,2,1,2,2,1,2,2,1,3,3,1,1,0,2,3,2,2,.,52320.06367066051,57107.213760739396,1,142,4,4,0.78,Female,HS,English
94859,10,2,2,14,.,3,3,2,176,.,.,1,1,.,8,.,.,.,1,1,2,1,2,2,1,2,2,1,4,4,0,1,1,2,2,2,3,.,15829.410835919787,15470.272420467083,2,139,6,6,1.27,Female,HS,English
94860,10,2,2,33,.,4,4,1,.,2,.,1,1,.,.,4,1,2,1,2,2,1,2,2,1,2,2,1,5,5,2,1,0,1,2,2,1,2,11783.011967108318,12668.92961850628,2,148,7,7,1.26,Female,HS,English
94861,10,2,2,56,.,4,4,1,.,2,.,1,1,.,.,2,1,.,1,2,2,1,2,2,1,2,2,1,4,4,0,0,1,1,4,2,1,1,18140.29008166301,18139.85402371957,2,140,8,8,1.79,Female,HS,English
94862,10,2,2,53,.,5,6,2,.,2,.,2,1,7,.,5,3,.,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,2,3,3,2,.,20219.1931139472,20614.630792830503,1,136,15,15,5,Female,College,English
94863,10,2,1,51,.,2,2,2,.,2,.,2,1,6,.,4,5,.,2,2,2,1,2,2,2,2,2,2,2,1,0,0,0,1,3,2,3,.,23303.798797504707,23257.908125500577,1,138,6,3,0.83,Male,HS,Spanish
94864,10,2,1,16,.,2,2,1,202,.,.,2,1,4,10,.,.,.,1,2,2,1,2,2,1,2,2,1,3,3,0,1,1,2,3,3,1,3,35312.822322658074,38472.23028364399,2,136,9,9,2.89,Male,College,English
94865,10,2,2,11,.,4,4,1,139,.,.,1,1,.,4,.,.,.,1,1,2,1,2,2,1,2,2,.,5,5,2,2,0,2,2,2,3,.,14489.719730412331,15101.755083573564,1,138,2,2,0.28,Female,HS,English
94866,10,1,1,11,.,1,1,.,.,.,.,1,1,.,5,.,.,.,2,1,2,2,2,2,1,2,2,.,6,6,1,3,0,2,3,1,3,.,13737.84714265583,0,2,136,1,1,0.01,Male,<HS,Spanish
94867,10,2,1,55,.,3,3,2,.,2,.,1,1,.,.,3,1,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,2,3,2,1,2,142775.37117301283,144703.8256641279,1,147,15,15,5,Male,HS,English
94868,10,2,1,59,.,2,2,1,.,2,.,1,1,.,.,4,5,.,1,2,2,1,2,2,1,2,2,1,6,6,0,0,1,1,4,.,.,.,30109.554924828455,31862.13380162143,1,148,15,15,4.31,Male,.,English
94869,10,2,1,2,.,3,3,1,31,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,6,6,3,0,1,1,4,2,1,2,26390.433486609913,27154.485266321804,1,146,12,12,.,Male,HS,English
94870,10,2,1,13,.,4,4,2,165,.,.,1,1,.,8,.,.,.,1,1,2,1,2,2,1,2,2,1,7,7,0,3,0,1,3,.,1,2,11076.858452022247,13250.132071034988,1,145,14,14,2.02,Male,.,English
94871,10,1,1,69,.,3,3,.,.,1,1,1,1,.,.,3,1,.,1,2,2,1,2,2,.,.,.,.,2,2,0,0,2,1,4,2,1,.,108686.96851169868,0,1,134,10,10,4.31,Male,HS,English
94872,10,2,1,80,.,3,3,1,.,2,.,1,1,.,.,2,1,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,2,1,4,1,1,.,10362.2959641738,11959.152210541539,2,137,6,6,1.82,Male,<HS,English
94873,10,2,1,21,.,1,1,2,.,2,.,1,1,.,.,4,5,.,1,2,2,.,.,.,1,2,2,1,5,5,1,0,0,1,3,1,1,2,37431.021553292696,38188.30702153896,2,146,.,.,.,Male,<HS,English
94874,10,2,1,18,.,3,3,2,217,2,.,1,1,.,13,.,.,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,1,3,3,2,.,54428.28587895157,56018.081617705924,2,139,14,14,5,Male,College,English
94875,10,2,1,16,.,3,3,1,203,.,.,1,1,.,10,.,.,.,1,2,2,1,2,2,1,2,2,1,7,7,0,3,0,2,2,2,3,.,34830.96069846493,42963.93160276908,1,146,15,15,3.1,Male,HS,English
94876,10,2,2,17,.,5,6,1,212,2,.,1,1,.,11,.,.,.,1,2,2,1,2,2,1,2,2,1,5,5,0,2,0,1,3,3,1,3,6448.436146372955,7223.373361838146,2,140,15,15,5,Female,College,English
94877,10,2,1,71,.,1,1,1,.,2,.,2,7,99,.,1,1,.,2,2,2,2,2,2,2,2,2,.,6,6,0,0,2,2,3,2,1,.,14211.148251528191,15285.04776656646,2,135,6,6,0.96,Male,HS,Spanish
94878,10,2,2,37,.,4,4,2,.,2,.,1,1,.,.,3,6,2,1,2,2,1,2,2,1,2,2,1,6,6,2,1,0,1,2,2,1,.,34383.34496209392,37300.04157519461,2,145,6,6,0.74,Female,HS,English
94879,10,2,2,48,.,5,7,1,.,2,.,1,1,.,.,4,1,.,1,2,2,1,2,2,1,2,2,1,4,4,0,0,1,2,4,2,2,.,8429.18711008866,8414.717475605308,2,148,15,15,4.08,Female,HS,English
94880,10,1,2,31,.,3,3,.,.,2,.,1,1,.,.,3,6,3,1,2,2,1,2,2,.,.,.,.,5,5,1,1,1,1,4,.,2,.,50104.293928207844,0,2,139,10,10,2.21,Female,.,English
94881,10,2,1,14,.,5,6,1,179,.,.,1,1,.,8,.,.,.,1,1,2,1,2,2,1,2,2,1,5,5,0,2,0,2,2,1,3,.,7549.142330820876,7492.2603837380275,2,142,8,8,1.6,Male,<HS,English
94882,10,2,2,55,.,5,6,1,.,2,.,2,1,6,.,3,2,.,1,2,2,1,2,2,1,2,2,1,5,3,0,0,1,2,3,2,2,.,21875.899064001635,22192.805843718772,1,138,9,5,1.1,Female,HS,English
94883,10,2,1,59,.,4,4,2,.,2,.,1,1,.,.,3,1,.,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,1,3,2,1,3,11202.285508721114,11076.824884900409,1,147,14,14,3.92,Male,HS,English
94884,10,2,2,7,.,1,1,1,89,.,.,1,1,.,1,.,.,.,1,1,2,1,2,2,.,.,.,.,4,4,1,1,0,1,2,2,1,3,26686.476548755312,30605.54882660654,2,136,15,15,5,Female,HS,English
94885,10,2,1,64,.,4,4,1,.,2,.,1,1,.,.,4,1,.,1,2,2,1,2,2,1,2,2,1,4,4,0,0,2,1,4,2,1,2,9536.902289524627,10498.76260136408,1,144,10,10,2.64,Male,HS,English
94886,10,2,1,19,.,1,1,2,236,2,.,1,1,.,13,.,.,.,1,2,2,2,2,2,1,2,2,1,6,6,1,2,0,2,2,1,1,.,27302.89321032638,28521.496928577235,2,137,3,3,0.33,Male,<HS,English
94887,10,2,1,80,.,3,3,1,.,1,1,1,1,.,.,3,1,.,1,2,2,.,.,.,.,.,.,.,2,2,0,0,2,1,4,2,1,.,13035.671930958815,13637.546717683917,1,140,.,.,.,Male,HS,English
94888,10,2,1,12,.,4,4,2,148,.,.,1,1,.,4,.,.,.,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,1,3,2,1,1,11611.500297609384,12244.595608663623,2,145,5,5,0.88,Male,HS,English
94889,10,2,2,41,.,1,1,1,.,2,.,1,1,.,.,1,6,2,2,2,2,2,2,2,2,2,2,2,5,5,1,0,0,2,3,1,1,2,24166.043580828493,25124.33911416733,2,136,14,14,2.72,Female,<HS,Spanish
94890,10,2,1,57,.,3,3,2,.,2,.,2,2,3,.,2,1,.,1,2,1,1,2,2,1,2,1,.,5,5,0,0,0,1,3,1,1,2,231669.75832039973,242401.01781456848,1,141,7,7,1.22,Male,<HS,English
94891,10,2,2,40,.,4,4,2,.,2,.,1,1,.,.,4,3,2,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,2,3,2,2,.,26556.643480685103,30352.061057342562,1,147,7,7,3.32,Female,HS,English
94892,10,2,1,61,.,3,3,2,.,1,1,1,1,.,.,4,2,.,1,2,2,1,2,2,1,2,2,1,1,1,0,0,1,1,4,2,2,.,40348.858959285884,44385.273749512024,1,142,3,3,1.04,Male,HS,English
94893,10,2,2,48,.,5,7,2,.,2,.,2,1,8,.,5,3,.,1,2,2,1,2,2,1,2,2,1,3,3,0,2,0,2,3,3,2,.,13759.361468116711,13847.706329169228,1,141,14,14,3.92,Female,College,English
94894,10,2,1,50,.,3,3,2,.,2,.,1,1,.,.,4,1,.,1,2,2,1,2,2,1,2,2,1,3,3,0,1,0,1,3,2,1,3,230236.11423791,268265.4505677305,2,134,15,15,5,Male,HS,English
94895,10,2,2,23,.,2,2,1,.,2,.,1,1,.,.,4,5,3,1,2,2,1,2,2,1,2,2,1,7,7,2,1,0,2,3,2,1,2,9582.970498115239,10748.613984425387,2,135,77,77,.,Female,HS,English
94896,10,2,2,50,.,4,4,1,.,2,.,1,1,.,.,2,6,.,1,2,2,1,2,2,1,2,2,1,6,6,1,2,0,2,3,1,1,.,33728.71480016173,34106.36719265908,2,144,5,5,0.6,Female,<HS,English
94897,10,2,2,4,.,4,4,2,51,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,6,6,1,3,0,1,3,3,1,3,18542.40646152322,20679.46696847048,1,143,10,10,2.06,Female,College,English
94898,10,2,2,74,.,3,3,2,.,2,.,1,1,.,.,3,2,.,1,2,2,1,2,2,1,2,2,.,1,1,0,0,1,2,4,2,2,.,53702.30909464873,57450.32300562594,1,142,6,6,2.48,Female,HS,English
94899,10,2,2,32,.,4,4,2,.,2,.,1,1,.,.,3,6,2,1,2,2,1,2,2,1,2,2,1,5,5,1,2,0,1,2,2,2,.,25022.560037111052,27145.192846449736,1,147,8,8,1.74,Female,HS,English
94900,10,2,1,12,.,1,1,1,154,.,.,1,1,.,6,.,.,.,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,1,3,2,1,.,39698.00473436304,41581.42643701421,2,135,15,15,5,Male,HS,English
94901,10,2,2,13,.,3,3,2,159,.,.,1,1,.,7,.,.,.,1,1,2,1,2,2,1,2,2,1,5,5,1,2,0,2,2,2,1,.,18187.267944600197,18762.705765574865,2,139,5,5,0.71,Female,HS,English
94902,10,2,2,67,.,5,6,1,.,2,.,2,1,8,.,1,1,.,1,2,2,1,2,2,1,2,2,3,2,2,0,0,2,1,4,2,1,1,11359.242081487715,11904.335465293681,2,137,10,10,4.07,Female,HS,English
94903,10,2,1,49,.,4,4,1,.,2,.,1,1,.,.,5,3,.,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,1,3,3,2,.,34255.49028920934,34671.18695479599,2,144,15,15,5,Male,College,English
94904,10,2,1,6,.,3,3,1,78,.,.,1,1,.,0,.,.,.,1,1,2,1,2,2,.,.,.,.,5,5,0,3,0,1,3,2,1,.,55581.62461448406,62206.85295538862,2,143,14,14,2.89,Male,HS,English
94905,10,2,2,19,.,3,3,1,234,2,.,1,1,.,15,.,.,.,1,2,2,1,2,2,1,2,2,1,5,5,0,2,0,1,3,2,1,2,70896.22290347025,73904.8557994244,2,142,15,15,5,Female,HS,English
94906,10,2,1,46,.,3,3,1,.,1,1,1,1,.,.,3,1,.,1,2,2,1,2,2,1,2,2,1,7,7,1,3,0,2,3,2,1,2,34430.77336126281,33297.891412600206,1,140,15,15,3.23,Male,HS,English
94907,10,2,2,80,.,3,3,1,.,2,.,1,1,.,.,4,1,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,2,1,4,2,1,2,59162.645833752664,62568.65821442198,1,139,15,15,5,Female,HS,English
94908,10,2,2,56,.,4,4,2,.,2,.,1,1,.,.,4,1,.,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,1,3,2,2,.,15459.828267753814,15704.314338136008,1,145,8,6,2.49,Female,HS,English
94909,10,2,1,59,.,3,3,2,.,2,.,1,1,.,.,4,1,.,1,2,2,1,2,2,1,2,2,1,4,4,0,0,0,2,3,2,1,2,80345.04428075437,83451.2105173788,1,142,12,12,.,Male,HS,English
94910,10,2,1,18,.,3,3,2,221,2,.,1,1,.,13,.,.,.,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,1,3,2,1,2,41767.30435425027,41852.504284366456,2,139,15,15,4.81,Male,HS,English
94911,10,2,1,11,.,3,3,1,143,.,.,1,1,.,5,.,.,.,1,1,2,1,2,2,1,2,2,.,4,4,0,2,0,1,2,.,1,2,31662.653710539944,34459.34256885346,2,142,7,7,1.69,Male,.,English
94912,10,2,1,10,.,3,3,1,125,.,.,1,1,.,4,.,.,.,1,1,2,1,2,2,1,2,2,.,6,6,0,3,0,1,2,2,1,2,46629.64207363772,50748.3303442636,2,142,15,15,3.56,Male,HS,English
94913,10,2,2,0,4,3,3,2,4,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,2,2,1,0,0,2,2,3,3,.,15224.743252034521,14754.725275768362,2,141,10,10,4.11,Female,College,English
94914,10,2,2,17,.,5,7,1,207,2,.,1,1,.,10,.,.,.,1,2,2,1,2,2,1,2,2,1,6,6,0,1,1,2,3,2,1,2,6389.962508404817,7445.899025274268,2,135,8,8,1.54,Female,HS,English
94915,10,2,2,11,.,4,4,2,137,.,.,1,1,.,4,.,.,.,1,1,2,1,2,2,1,2,2,.,3,3,0,1,0,2,3,2,1,2,12916.000452176935,13164.867765221607,1,138,7,7,1.96,Female,HS,English
94916,10,2,2,26,.,4,4,2,.,2,.,1,1,.,.,3,5,2,1,2,2,1,2,2,1,2,2,1,3,3,0,2,0,2,2,2,3,.,26862.280183268806,29700.774660392515,1,145,3,3,0.64,Female,HS,English
94917,10,2,1,11,.,1,1,2,135,.,.,1,1,.,4,.,.,.,1,1,2,1,2,2,1,2,2,.,4,4,0,2,0,1,2,2,1,2,23781.77422584747,25671.96312652394,2,141,9,9,2.39,Male,HS,English
94918,10,2,1,71,.,2,2,1,.,1,2,2,1,5,.,3,4,.,2,2,2,2,2,2,2,2,2,.,1,1,0,0,1,1,4,2,2,.,26017.776521501295,27430.29816481121,1,139,2,2,0.66,Male,HS,Spanish
94919,10,2,1,5,.,2,2,2,61,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,5,5,1,1,0,2,2,3,1,2,32521.60464917383,35565.4978569344,2,138,6,6,0.87,Male,College,English
94920,10,2,2,58,.,4,4,2,.,2,.,1,1,.,.,4,1,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,2,3,2,1,.,32830.655095829155,32724.009070647513,1,136,9,9,3.69,Female,HS,English
94921,10,2,2,61,.,5,6,2,.,2,.,2,1,4,.,5,1,.,1,2,2,1,2,2,1,2,2,1,3,3,0,0,2,2,4,3,1,3,8883.787365696431,9746.420956373908,2,138,14,14,4.72,Female,College,English
94922,10,2,1,66,.,4,4,1,.,2,.,1,1,.,.,4,1,.,1,2,2,1,2,2,1,2,2,1,4,4,0,0,3,1,4,2,1,2,9462.890350692705,10173.01350519615,1,139,8,8,2.07,Male,HS,English
94923,10,2,2,15,.,4,4,2,187,.,.,1,1,.,9,.,.,.,1,1,2,1,2,2,1,2,2,1,5,5,0,3,0,2,3,3,2,.,9540.711698702573,11468.048145173729,2,145,14,14,3.3,Female,College,English
94924,10,2,2,29,.,3,3,2,.,2,.,1,1,.,.,4,6,2,1,2,2,1,2,2,1,2,2,1,3,3,1,0,0,2,2,2,1,.,98257.57211044748,99340.48348134573,2,146,6,6,1.2,Female,HS,English
94925,10,2,2,8,.,4,4,1,107,.,.,1,1,.,2,.,.,.,1,1,2,1,2,2,1,2,2,.,7,7,1,3,0,2,3,3,3,.,12026.91373377343,12258.649998898738,1,139,8,8,1.09,Female,College,English
94926,10,2,1,37,.,3,3,2,.,2,.,1,1,.,.,3,2,.,1,2,2,1,2,2,1,2,2,1,4,4,0,3,0,1,2,2,2,.,88106.43619367003,90967.37962587041,2,142,4,4,0.73,Male,HS,English
94927,10,2,2,28,.,5,6,1,.,2,.,2,1,3,.,5,5,2,1,2,2,.,.,.,1,2,2,1,6,6,0,0,3,1,4,3,1,3,14072.174885397377,14165.974149756295,2,148,.,.,.,Female,College,English
94928,10,2,1,9,.,3,3,2,113,.,.,1,1,.,3,.,.,.,1,1,2,1,2,2,1,2,2,.,3,3,0,2,0,2,3,2,3,.,22597.578117026533,24293.79495177284,1,147,3,3,0.69,Male,HS,English
94929,10,2,1,78,.,3,3,1,.,2,.,2,1,8,.,5,1,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,2,2,4,3,1,3,65510.61745292163,71292.71825665611,1,144,15,15,5,Male,College,English
94930,10,2,2,50,.,4,4,2,.,2,.,1,1,.,.,4,5,.,1,2,2,1,2,2,1,2,2,1,4,2,0,0,2,2,4,1,1,.,15585.65593933531,15792.479433175973,2,143,77,77,.,Female,<HS,English
94931,10,2,2,63,.,3,3,2,.,2,.,1,1,.,.,3,1,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,2,4,2,1,2,28934.27689069801,37316.62602409381,1,142,4,4,1.02,Female,HS,English
94932,10,1,1,50,.,3,3,.,.,2,.,1,1,.,.,4,6,.,1,2,2,1,2,2,.,.,.,.,3,3,0,1,0,1,3,2,1,.,8464.624716644917,0,2,139,10,10,3.13,Male,HS,English
94933,10,2,2,54,.,1,1,1,.,2,.,2,2,6,.,3,4,.,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,3,2,2,.,31221.45814763047,32580.512250886182,1,136,2,2,0.41,Female,HS,Spanish
94934,10,2,2,12,.,5,6,2,155,.,.,1,1,.,7,.,.,.,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,2,3,3,1,3,5649.0514103592395,6432.175508301419,2,139,15,15,5,Female,College,English
94935,10,2,2,41,.,5,7,2,.,2,.,1,1,.,.,2,4,2,1,2,2,1,2,2,1,2,2,1,4,4,0,0,0,2,3,1,2,.,51591.77075564409,55436.04617135303,2,141,9,9,2.29,Female,<HS,English
94936,10,2,2,25,.,4,4,1,.,2,.,2,1,6,.,4,1,2,1,2,2,1,2,2,1,2,2,1,7,7,3,2,0,2,2,2,1,2,17810.975593325857,19517.986980740057,1,144,7,7,1.02,Female,HS,English
94937,10,2,1,59,.,3,3,1,.,1,2,1,1,.,.,3,3,.,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,1,3,2,2,.,8252.21423606743,8899.930419412645,2,135,3,3,0.99,Male,HS,English
94938,10,2,1,61,.,4,4,2,.,2,.,1,1,.,.,3,1,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,1,2,3,2,1,2,11149.386930525841,12019.538225367256,1,142,7,7,2.31,Male,HS,English
94939,10,2,1,31,.,5,7,2,.,2,.,1,1,.,.,4,5,.,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,1,2,2,3,.,24211.38013069518,25849.133904984858,2,145,7,5,1.69,Male,HS,English
94940,10,2,2,80,.,5,7,2,.,2,.,1,1,.,.,1,1,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,2,1,4,1,1,1,20121.826252418246,27181.359102612,2,147,4,4,1.1,Female,<HS,English
94941,10,2,1,28,.,4,4,1,.,2,.,1,1,.,.,4,5,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,1,3,2,2,.,17759.757911291654,17617.925622667728,1,144,8,8,2.83,Male,HS,English
94942,10,2,1,0,4,3,3,1,5,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,6,6,1,3,0,1,3,2,1,3,23984.081950696916,25805.84955536378,1,140,8,8,1.43,Male,HS,English
94943,10,2,2,5,.,5,6,1,62,.,.,1,1,.,.,.,.,.,1,1,1,1,2,2,.,.,.,.,7,7,3,1,0,2,2,1,1,2,7421.145733343634,6953.9335718919365,1,138,9,9,1.32,Female,<HS,English
94944,10,2,2,17,.,1,1,2,213,2,.,1,1,.,11,.,.,.,1,2,2,1,2,2,1,2,2,1,5,5,0,2,0,2,3,2,1,.,17902.298364187103,18205.368962613094,1,135,10,10,2.43,Female,HS,English
94945,10,2,1,29,.,1,1,2,.,2,.,1,1,.,.,4,5,.,2,2,2,2,2,2,1,2,2,1,2,2,0,0,1,2,4,1,2,.,35771.20067171838,36195.72058056196,2,143,1,1,0.15,Male,<HS,Spanish
94946,10,2,1,23,.,3,3,2,.,2,.,1,1,.,.,4,6,.,1,2,2,1,2,2,1,2,2,1,4,4,2,0,0,2,2,2,1,.,53450.08843385623,58965.5377711878,2,141,6,6,1,Male,HS,English
94947,10,2,1,8,.,4,4,2,104,.,.,1,1,.,3,.,.,.,1,1,2,1,2,2,1,2,2,.,5,5,0,3,0,1,3,3,1,2,9824.193752411884,10626.964202965311,1,141,15,15,3.47,Male,College,English
94948,10,2,1,0,10,4,4,2,10,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,3,3,1,1,0,2,3,1,3,.,4986.020689052984,5526.8165624656585,1,145,1,1,0.15,Male,<HS,English
94949,10,2,1,0,0,1,1,1,1,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,4,4,2,0,0,1,2,2,1,1,9540.510554005668,12979.129360909325,2,140,8,8,1.99,Male,HS,English
94950,10,2,2,80,.,3,3,1,.,2,.,1,1,.,.,4,1,.,1,2,2,1,2,2,1,2,2,.,3,3,0,0,2,1,4,2,1,2,44628.321274107,49199.080248961756,2,137,7,7,2.11,Female,HS,English
94951,10,2,2,9,.,4,4,1,118,.,.,1,1,.,3,.,.,.,1,1,2,.,.,.,1,2,2,.,6,6,2,2,0,2,2,.,3,.,6719.617021753505,6849.091547484973,2,140,.,.,.,Female,.,English
94952,10,2,2,63,.,3,3,2,.,2,.,1,1,.,.,5,2,.,1,2,2,1,2,2,1,2,2,1,1,1,0,0,1,2,4,3,2,.,55838.54471885446,58343.68054669584,1,145,10,10,5,Female,College,English
94953,10,2,2,59,.,3,3,2,.,2,.,1,1,.,.,4,2,.,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,2,3,2,2,.,21884.473321485006,26231.813129045375,2,139,1,1,0,Female,HS,English
94954,10,2,1,34,.,4,4,2,.,2,.,1,1,.,.,5,5,.,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,2,2,3,3,.,32063.685231077943,41566.85441828147,1,141,14,9,4.56,Male,College,English
94955,10,1,1,80,.,5,6,.,.,2,.,2,1,6,.,3,1,.,1,2,2,1,2,1,.,.,.,.,2,2,0,0,2,1,4,2,1,1,25917.51177957507,0,2,145,3,3,0.8,Male,HS,English
94956,10,2,2,11,.,4,4,2,140,.,.,1,1,.,5,.,.,.,1,1,2,1,2,2,1,2,2,.,5,5,0,1,1,1,4,1,1,2,8001.421765304033,8065.09528765424,1,147,10,10,2.43,Female,<HS,English
94957,10,2,1,43,.,3,3,1,.,2,.,1,1,.,.,4,3,.,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,1,3,2,2,.,194373.98093335892,198606.01049903754,2,146,7,7,2.99,Male,HS,English
94958,10,2,2,58,.,5,6,2,.,2,.,2,1,6,.,5,1,.,1,2,2,1,2,2,1,2,2,1,3,3,0,0,1,1,3,3,1,3,13655.238620826447,17117.282774410338,2,138,15,15,5,Female,College,English
94959,10,2,1,48,.,4,4,1,.,1,1,1,1,.,.,4,6,.,1,2,2,1,2,2,1,2,2,1,4,3,0,2,0,2,3,2,1,.,37887.19668189453,38805.30170575049,1,139,15,15,5,Male,HS,English
94960,10,2,1,26,.,3,3,1,.,2,.,1,1,.,.,4,5,.,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,2,2,2,3,.,63046.77821395888,82650.29354015067,2,136,5,4,1.24,Male,HS,English
94961,10,2,1,14,.,5,6,2,176,.,.,2,2,2,7,.,.,.,1,1,2,1,2,2,1,2,2,1,5,5,0,3,0,1,2,2,1,2,10171.702366341617,10105.69501135331,2,138,9,9,1.87,Male,HS,English
94962,10,2,2,57,.,5,6,2,.,2,.,2,1,7,.,5,1,.,1,2,2,1,2,2,1,2,2,1,4,4,0,0,1,1,4,3,1,3,23227.52943221895,23774.77277664668,2,138,15,15,5,Female,College,English
